id,nct_id,intervention_type,name,description
159585735,NCT05623397,OTHER,Acquisition of a digitized ECG by four modalities within 20 minutes,"Patients will have three visits during the cycle for a given dose (600mg/day, 400mg/day or 200mg/day): Baseline , Day 14, Day 28

At each visit, the patient will have the acquisition of a digitized ECG by four modalities within 20 minutes (A 10 second triplicate ECG with WELCH-ALYN ELI-280® with the three 10 sec ECGs collected at approximatively 2-minute intervals, 3 min holter acquisition with a CGM HI-patch ®, a 3 minutes acquisition with AliveCore 6L® device and 10 seconds triplicate acquisition with QT-medical ® device collected at approximatively 2-minute intervals ).

Concomitantly with the ECG acquisition, patients will have blood sampling for measurements of variables clinically important for assessment of QTc including potassium, fasting blood glucose, calcemia, magnesium, estradiol, progesterone, FSH, LH, D4-androstenedione, total and free testosterone, SHBG and TSH. Blood concentration of ribociclib will be also assessed."
159585736,NCT05803408,OTHER,gluten-free oats,Early vs late introduction of gluten free oats
159585737,NCT01764971,OTHER,IQ assessment and visual- motor assessment,Psychological examination and evaluation for both groups to diagnose those with behavioral and /or cognitive dysfunction.
159217322,NCT00617643,DRUG,Nevirapine initiation with dose escalation,Triomune® 30 (according to body weight) one tablet once daily (am) plus Zerit® 30 + Epivir 150mg once daily (pm) for two weeks
159769488,NCT04978454,OTHER,Placebo,Sucrose phosphate glutamate (SPG) inoculum
159217323,NCT01609478,DRUG,indacaterol,indacaterol acetate 75 µg or indacaterol acetate 150 µg delivered via Concept 1 inhaler
159217324,NCT01609478,DRUG,placebo,placebo delivered via Concept 1 inhaler
159217325,NCT01609478,DRUG,mometasone furoate,via Twisthaler inhaler
159217326,NCT00268580,BEHAVIORAL,Asthma Care Pathway,Asthma care provided using standardized asthma care pathway
159217327,NCT00924625,OTHER,Neuromuscular electrical stimulation,Strength of the quadriceps muscles will be tested at the beginning of each session. During administration of the NMES participant will sit with the knees bent at 70 degrees. The force sensing pad will be secured to the ankle joint. Two electrodes will be placed on the thigh muscle; one near the hip and the other near the knee joint. The intensity of NMES will be increased gradually according with tolerance. During each treatment 15 electrically elicited muscle contractions will be administered to each thigh. Each contraction will last 14 sec followed by 1min rest.
159217328,NCT00924625,OTHER,Volitional exercises,"The training will include bilateral exercises using resistance equipment (Leg Extension and Leg Press machines). Each resistance exercise will have: (a) dynamic muscle action at moderate repetition velocity (1-2 s concentric, 1-2 s eccentric, 2-3 s interval); (b) 3 sets of 8 repetitions with a load corresponding to 80% of one repetition maximum(1-RM); (c) 2-min rest period between sets and exercises."
159217329,NCT00141570,DRUG,esterified estrogens 0.625 mg and methyltestosterone 1.25 mg,
159769489,NCT03712657,COMBINATION_PRODUCT,ERAS,"1. preoperative pain control;
2. avoiding application of ureter;
3. avoiding application of gastric tube;
4. avoiding application of irrigation;
5. avoiding application of drainage;
6. early exercising postoperatively;
7. early oral feeding postoperatively;
8. early discharging."
159217330,NCT01915628,DEVICE,BioMatrix Flex,Percutaneous coronary intervention
159217331,NCT02737033,DRUG,Rhodiola,Rhodiola rosea 800mg
159217332,NCT02737033,DRUG,Placebo,innocuous pill manufactured to mimic Rhodiola
159217333,NCT02702245,DIETARY_SUPPLEMENT,Experimental: Thylakoids 5 g,75 g pure glucose + 5 g chloroplast membranes from spinach leaves in a dried powder.
159769490,NCT02259751,DRUG,KUC 7483 CL,
159585738,NCT01764971,OTHER,"EEG,brain imaging","For patients with cognitive or behavioral deficit, MRI brain and quantitative EEG will be done to identify any CNS abnormality."
159585739,NCT01671020,DRUG,Fimasartan,Period 1 fisrt administration of fimasartan 60mg Period 2 second administration of fimasartan 30mg
159769491,NCT02259751,DRUG,Placebo,
159217334,NCT02702245,DIETARY_SUPPLEMENT,Experimental: Thylakoids 10 g,75 g pure glucose + 10 g chloroplast membranes from spinach leaves in a dried powder.
159217335,NCT02702245,OTHER,Placebo Comparator: Control,75 g pure glucose.
159217336,NCT04529187,DRUG,Midazolam,To monitor the changes in heart function induced after midazolam sedation using cardiac MRI.
159217337,NCT04529187,DRUG,Dexmedetomidine,To monitor the changes in heart function induced after dexmedetomidine sedation using cardiac MRI.
159585740,NCT01671020,DRUG,Fimasartan,Period 1 first administration of fimasartan 30mg Period 2 second administration of fimasartan 60mg
159585741,NCT06070844,BEHAVIORAL,yoga nidra,"Yoga Nidra is a guided meditation technique that involves listening to audio readings. Yoga nidra application will be started at the 6th postoperative hour and will be applied one time. Yoga nidra is expressed as yoga sleep or deep relaxation. In this practice, it will be ensured that the mother will mentally visualise all parts of her body with the commands to be given during controlled breathing and emotionally feel the body parts. The Yoga Nidra application will last 30 minutes."
159585742,NCT03627767,DRUG,PF-04965842 100 mg,"PF-04965842 100 mg, administered as two tablets to be taken orally once daily for 40 weeks"
159585743,NCT03627767,DRUG,PF-04965842 200 mg,"PF-04965842 200 mg, administered as two tablets to be taken orally once daily for 40 weeks"
159585744,NCT03627767,DRUG,Placebo,"Placebo, administered as two tablets to be taken orally once daily for 40 weeks"
159769492,NCT05147051,DRUG,Meglumine Sodium Succinate,500 ml of 1.4% solution IV at a rate of at least 4 ml and not more than 10 ml per minute
159769493,NCT05147051,DRUG,Placebo,"Ringer's solution, 500 ml IV at a rate of at least 4 ml and not more than 10 ml per minute"
159769494,NCT03741413,OTHER,Gain-frame SMS,Emergency recruitment cell phone short messages that emphasizing donating blood can save patients' lives were sent to donors in this group.
159217338,NCT01067443,DRUG,Liposomal amphotericin B (AmBisome®) and sodium stibogluconate,AmBisome® one dose of 10mg/kg body weight (IV) on day 1 followed by 10 days of SSG at 20mg/kg body weight (IV/IM) from days 2-11
159217339,NCT01067443,DRUG,Liposomal amphotericin B + miltefosine,AmBisome® one dose of 10mg/kg body weight (IV) on day 1 followed by 10 days Miltefosine at 2.5mg/kg body weight (oral) from days 2-11
159217340,NCT01067443,DRUG,Miltefosine,Monotherapy course of Miltefosine at 2.5mg/kg body weight (oral) from days 1-28
159217341,NCT05313100,DRUG,sugammadex,"At the end of the operation, at least 15 minutes after the last dose of rocuronium, sugammadex 2 mg / kg was administered both of groups"
159217342,NCT03080077,DRUG,Ricrolin+,The IONTOPHOR CXL iontophoresis applicator and the associated blepharostat will be placed onto the cornea to be treated. The applicator will be secured to the cornea and filled with Ricrolin+ which as been aspirated from the bottle using a syringe with a needle. The generator will be switched on and set to 1 mA for 5 minutes. The generator will then be disconnected and the applicator will be removed from the cornea.
159217343,NCT03080077,DRUG,Epi-Off,"Using topical anesthesia (proparacaine), the surgeon will create a complete corneal abrasion to facilitate riboflavin diffusion into the cornea. The epithelium will be removed by gently brushing the cornea with a scalpel. A corneal abrasion diameter of \~9mm is recommended, which may be adjusted as needed at the discretion of the investigator to accommodate individual eye geometry. Ultrasound corneal pachymetry should be performed before dis-epithelialization and after dis- epithelialization. Local anesthetics will be administered as needed to maintain patient comfort during the CXL procedure."
159217344,NCT04024384,DRUG,Daratumumab,"Daratumumab, 16 mg/kg, once a week for 8 weeks (cycles 1 and 2); then every 2 weeks for 16 weeks (cycles 3-6), then every 4 weeks thereafter (cycles 7-12)."
159217345,NCT00300079,DRUG,brinzolamide 1.0%,
159217346,NCT00150644,DRUG,Asoprisnil,"Asoprisnil 10mg Tablet, oral Daily for 12 weeks"
159217347,NCT00150644,DRUG,Asoprisnil,"Asoprisnil 25 mg Tablet, oral Daily for 12 weeks"
159217348,NCT00150644,DRUG,Placebo,"Placebo Tablet, oral Daily for 12 weeks"
159217349,NCT05636488,OTHER,No intervention,There is no intervention group in this study
159217350,NCT00458874,BEHAVIORAL,CIMT results,"Both groups will receive a weekly confidential packet of scripted materials (e.g. educational materials, class schedules, feedback from diet/exercise logs). The R-CIMT group will also receive an CIMT report which contains a copy of one of their own ultrasound scans, with a comparison ""normal"" scan. This report will also include the CIMT thickness, an interpretation that states their measurements are in the highest quartile for persons of their age and gender, and associated CVD risk. ""Interpreting Your CIMT Results"" tutorial will be included in the first weekly packet to educate subjects on the detection of atherosclerosis with carotid ultrasound. The CIMT results are withheld from the W-CIMT group until the end of their study participation along with the CIMT tutorial."
159217351,NCT02968589,BEHAVIORAL,Training,
159217352,NCT05421403,PROCEDURE,adenotonsillectomy,"all patients with adenoid or tonsillar or adenotonsillar hypertrophy of grade \>2 will undergo adenoidectomy, tonsillectomy or adenotonsillectomy (AT) according to the indication. Overweight or obese patients with mild or moderate OSAS will undergo 6-m trial of lifestyle intervention (LSI) and CPAP if indicated, responders will undergo more follow-up otherwise surgical interference was indicated"
159217353,NCT05421403,BEHAVIORAL,Lifestyle intervention,"After baseline testing, all subjects began a structured 6-month LSI consisting of dietary modification and exercise. Intensive dietary counseling was provided weekly for the first 4 weeks of the intervention, monthly subsequently until 6 months. A target caloric deficit of \~250.500 cal/d was recommended throughout dietary counseling. Dietary regimen consisted of diets composed of nutrients contributing to total energy as 55% carbohydrate, 15% protein, and 30% fat. Other lifestyle changes included calorie restriction depending on reduction of the frequency of snack consumption, ingestion of low-calorie and low-fat snacks, limiting sugar-based carbonated drinks and the duration of television watching or mobile games. Exercise sessions consisted of both aerobic and strength training three times weekly."
159217354,NCT03520244,BEHAVIORAL,Exercise + Holistic Education,The exercise group will undertake a 12-week supervised progressive high intensity interval training program supplemented with 6 bi-weekly group-based holistic education sessions.
159217355,NCT00882700,DRUG,"Cefdinir 300 mg Capsule (Sandoz, Austria)",
159217356,NCT00882700,DRUG,"Omnicef Cefdinir 300 mg Capsule (Abbott Laboratories, USA)",
159217357,NCT05854927,DIAGNOSTIC_TEST,3D T1 MRI sequences injected with fat saturation and black blood,3D T1 MRI sequences injected with fat saturation and black blood
159217358,NCT05796778,PROCEDURE,subomohyoid plane block,The block needle was inserted in line with the probe in a lateral-to-medial orientation toward the suprascapular nerve. Local anesthetic solution was then injected after negative aspiration for blood to achieve circumferential spread around the neurovascular bundle
159217359,NCT05796778,PROCEDURE,Interscalene brachial plexus block,The block needle is usually advanced in plane in a lateral-to-medial direction through the middle scalene muscle to contact the nerve roots and inject local anesthetic around them.
159217360,NCT06097780,GENETIC,NestaCell®,Human Dental Pulp Stem Cells (hDPSCs).
159217361,NCT03901456,BEHAVIORAL,Care to Plan,"Care to Plan (CtP) is an online care planning tool that provides a succinct and clear overview of various types of ADRD caregiver interventions, administers a brief validated assessment of risk, and generates individualized service recommendations for Alzheimer's disease and related dementia (ADRD) caregivers as well as resources that link users to a selected recommendation. Caregivers will complete the tool with the guidance of a CtP interventionist (Senior Care Navigator/Riverside Health System staff). The interventionist will discuss CtP recommendations with caregivers and help caregivers enroll in a recommended support service if so desired."
