nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry
NCT01794299,,2013-02-14,2020-12-17,2017-08-16,2021-03-17,2013-02-15,2013-02-18,ESTIMATED,2020-12-17,2021-01-12,ACTUAL,2017-08-16,2017-08-18,ACTUAL,2021-03-17,2021-04-12,ACTUAL,2013-03,ACTUAL,2013-03-31,2021-03,2021-03-31,2017-09,ACTUAL,2017-09-30,2016-06,ACTUAL,2016-06-30,,INTERVENTIONAL,,,Safety and Efficacy of Donor T-lymphocytes Depleted ex Vivo of Host Alloreactive T-cells (ATIR) in Patients With a Hematologic Malignancy Who Received a Hematopoietic Stem Cell Transplantation From a Haploidentical Donor,"An Exploratory, Open-label, Multicenter Study to Evaluate the Safety and Efficacy of ATIR, Donor T-lymphocytes Depleted ex Vivo of Host Alloreactive T-cells, in Patients With a Hematologic Malignancy, Who Received a CD34-selected Hematopoietic Stem Cell Transplantation From a Haploidentical Donor",COMPLETED,,PHASE2,31.0,ACTUAL,Kiadis Pharma,,1.0,,,False,,,,True,,,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT00946972,,2009-07-23,,,2010-03-04,2009-07-23,2009-07-27,ESTIMATED,,,,,,,2010-03-04,2010-03-05,ESTIMATED,2009-07,,2009-07-31,2010-03,2010-03-31,2009-11,ACTUAL,2009-11-30,,,,,INTERVENTIONAL,,,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Multiple Doses of JNJ-38431055 in Volunteers With Type 2 Diabetes Mellitus",Multiple Dose Study in T2DM,TERMINATED,,PHASE1,33.0,ACTUAL,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",,,,"No safety signals were noted. The study completed the main phase, additional potential study cohorts not required.",False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT01737749,,2012-11-27,,,2012-11-27,2012-11-27,2012-11-29,ESTIMATED,,,,,,,2012-11-27,2012-11-29,ESTIMATED,,,,2012-11,2012-11-30,,,,,,,,OBSERVATIONAL,,,Validation of Neurokeeper's Algorithm on Patients Undergoing Cardiac Surgery.,,UNKNOWN,NOT_YET_RECRUITING,,,,Neurokeeper Technologies,,,1.0,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT02446275,,2015-03-20,,,2015-05-15,2015-05-15,2015-05-18,ESTIMATED,,,,,,,2015-05-15,2015-05-18,ESTIMATED,2014-01,,2014-01-31,2015-05,2015-05-31,2014-11,ACTUAL,2014-11-30,2014-11,ACTUAL,2014-11-30,,INTERVENTIONAL,MTHDIQMi,,Efficacy of Manual Therapy in Migraine,DO SOFT TISSUE TECHNIQUES HAVE A POSITIVE EFFECT ON DISABILITY AND QUALITY OF LIFE IN MIGRAINE SUFFERERS?: A Randomized Controlled Trial,COMPLETED,,NA,30.0,ACTUAL,University of Valencia,,2.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00363051,,2006-08-02,2011-12-02,,2013-05-06,2006-08-09,2006-08-15,ESTIMATED,2012-03-01,2012-03-30,ESTIMATED,,,,2013-05-06,2013-05-10,ESTIMATED,2006-06,,2006-06-30,2013-05,2013-05-31,2012-04,ACTUAL,2012-04-30,2008-01,ACTUAL,2008-01-31,,INTERVENTIONAL,,,Safety/Efficacy of Everolimus in Adults With Advanced Pancreatic Neuroendocrine Cancer Not Responsive to Chemotherapy,"An Open Label, Stratified, Single-arm Phase II Study of Everolimus in Patients With Advanced Pancreatic Neuroendocrine Tumor (NET) After Failure of Cytotoxic Chemotherapy",COMPLETED,,PHASE2,160.0,ACTUAL,Novartis,,1.0,,,False,,,,,,,,,,,,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,INDUSTRY,,,,,,
NCT03616015,,2018-07-19,,,2019-01-30,2018-08-02,2018-08-06,ACTUAL,,,,,,,2019-01-30,2019-02-01,ACTUAL,2018-12-04,ACTUAL,2018-12-04,2019-01,2019-01-31,2022-09-01,ESTIMATED,2022-09-01,2021-01-31,ESTIMATED,2021-01-31,,INTERVENTIONAL,PARI-DYS,,Dysbiosis and Immune Reconstitution After Allo-HSCT,Intestinal Dysbiosis and Immune Reconstitution After Allogeneic Hematopoietic Cell Transplantation,UNKNOWN,RECRUITING,NA,80.0,ESTIMATED,"Central Hospital, Nancy, France",,1.0,,,False,,,,False,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00131677,,2005-08-17,2013-08-08,,2014-01-22,2005-08-17,2005-08-19,ESTIMATED,2014-01-22,2014-03-10,ESTIMATED,,,,2014-01-22,2014-03-10,ESTIMATED,2005-02,,2005-02-28,2013-08,2013-08-31,2009-08,ACTUAL,2009-08-31,2009-08,ACTUAL,2009-08-31,,INTERVENTIONAL,,"400 participants enrolled (200 in San Francisco, 121 in Atlanta, and 79 in Boston). 201 were randomized to TDF and 199 to placebo. Participants were distributed similarly in terms of age, ethnicity, education, no. male partners in previous 3 mo., and no. of unprotected anal sexual contacts within the previous 3 mo.",Extended Safety Study of Tenofovir Disoproxil Fumarate (TDF) Among HIV-1 Negative Men,Phase II Extended Safety Study of Tenofovir Disoproxil Fumarate (TDF) Among HIV-1 Negative Men,COMPLETED,,PHASE2,400.0,ACTUAL,Centers for Disease Control and Prevention,,4.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,FED,,,,,,
NCT02067689,,2014-02-07,,,2020-01-25,2014-02-18,2014-02-20,ESTIMATED,,,,,,,2020-01-25,2020-01-28,ACTUAL,2016-01,ACTUAL,2016-01-31,2019-05,2019-05-31,2019-05-10,ACTUAL,2019-05-10,2019-05-10,ACTUAL,2019-05-10,,INTERVENTIONAL,CogStim,,Cognitive Stimulation Study,Neuromodulation of Cognitive Function Using Transcranial Direct Current Stimulation,COMPLETED,,NA,18.0,ACTUAL,University of Florida,,6.0,,,False,,,,False,False,False,,,True,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03313726,,2017-10-09,,,2017-10-13,2017-10-13,2017-10-18,ACTUAL,,,,,,,2017-10-13,2017-10-18,ACTUAL,2017-09-20,ACTUAL,2017-09-20,2017-10,2017-10-31,2018-09-30,ESTIMATED,2018-09-30,2018-09-30,ESTIMATED,2018-09-30,,INTERVENTIONAL,ADTPSMA,,The Effect of ADT on PSMA-PET.,The Effect of Androgen Deprivation Therapy on Prostate Specific Membrane Antigen (PSMA) in Prostate Cancer,UNKNOWN,RECRUITING,NA,30.0,ESTIMATED,Turku University Hospital,,2.0,,,False,,,,False,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER_GOV,,,,,,
NCT05474326,,2021-12-07,,,2022-07-25,2022-07-25,2022-07-26,ACTUAL,,,,,,,2022-07-25,2022-07-26,ACTUAL,2022-08-15,ESTIMATED,2022-08-15,2022-07,2022-07-31,2023-12-31,ESTIMATED,2023-12-31,2023-12-01,ESTIMATED,2023-12-01,,INTERVENTIONAL,,,Effect of Intermittent Pneumatic Compression Device of Lower Limbs in Oligohydramnios,Amniotic Fluid Index and Fetal Doppler Indices Measurment After Application of Intermittent Pneumatic Compression Device on Lower Limbs in Pregnant Women With Oligohydramnios,UNKNOWN,NOT_YET_RECRUITING,NA,30.0,ESTIMATED,Western Galilee Hospital-Nahariya,,1.0,,,False,,,,True,False,True,,,True,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER_GOV,,,,,,
NCT02411383,,2015-04-02,,,2016-04-12,2015-04-07,2015-04-08,ESTIMATED,,,,,,,2016-04-12,2016-04-13,ESTIMATED,2015-02,,2015-02-28,2016-04,2016-04-30,2016-04,ACTUAL,2016-04-30,2016-04,ACTUAL,2016-04-30,,INTERVENTIONAL,,,Clinical Study to Investigate Safety and Performance of NeuRx DPS in Patients Undergoing Bilateral Lung Transplantation,"Prospective, Single-centre, Open-label Clinical Study to Investigate the Safety and Performance of the NeuRx Diaphragm Pacing System (DPS) in Patients Undergoing Bilateral Lung Transplantation",COMPLETED,,NA,4.0,ACTUAL,Synapse Biomedical,,1.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,INDUSTRY,,,,,,
NCT04509804,,2018-08-07,,,2020-08-10,2020-08-10,2020-08-12,ACTUAL,,,,,,,2020-08-10,2020-08-12,ACTUAL,2018-05-10,ACTUAL,2018-05-10,2020-08,2020-08-31,2020-01-01,ACTUAL,2020-01-01,2019-09-01,ACTUAL,2019-09-01,2 Years,OBSERVATIONAL,,,"Target Gene Sequencing for Advanced Stage, Relapsed or Refractory Natural Killer/T-cell Lymphoma","Target Gene Sequencing for Advanced Stage, Relapsed/Refractory Natural Killer/T-cell Lymphoma and the Correlation Between Gene Abmormalities and Chemotherapy Efficacy",COMPLETED,,,26.0,ACTUAL,ChineseAMS,,,,,False,,,,True,False,False,,,,,,,,,UNDECIDED,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,UNKNOWN,,,,,,True
NCT04831099,,2021-03-26,,,2021-04-02,2021-04-02,2021-04-05,ACTUAL,,,,,,,2021-04-02,2021-04-05,ACTUAL,2021-06-01,ESTIMATED,2021-06-01,2021-04,2021-04-30,2022-07-26,ESTIMATED,2022-07-26,2022-07-26,ESTIMATED,2022-07-26,,INTERVENTIONAL,N-of-1 DSD,,Testosterone Treatment in a Patient With 17β-hydroxysteroid Dehydrogenase Type 3 Deficiency: an N-of-1 Study,Testosterone Treatment in a Patient With 17β-hydroxysteroid Dehydrogenase Type 3 Deficiency: an N-of-1 Study,UNKNOWN,NOT_YET_RECRUITING,PHASE3,1.0,ESTIMATED,Erasmus Medical Center,,2.0,,,False,,,,False,False,False,,,,,,The data will become available after completion of the study and only upon reasonable request and with permission of the participant.,A motivated request.,,YES,Individual participant data is available upon reasonable request.,2025-06-24 22:04:59.160261,2025-06-24 22:04:59.160261,OTHER,,,,,,
NCT04453488,,2020-06-30,,,2020-07-27,2020-06-30,2020-07-01,ACTUAL,,,,,,,2020-07-27,2020-07-29,ACTUAL,2020-07-30,ESTIMATED,2020-07-30,2020-07,2020-07-31,2020-12,ESTIMATED,2020-12-31,2020-12,ESTIMATED,2020-12-31,,INTERVENTIONAL,,,Clinical Trial to Evaluate the Efficacy of RUTI® Against SARS-COV-2 Infection (COVID-19) in Healthcare Workers,"Double-blind, Randomized, Placebo-controlled Clinical Trial to Evaluate the Efficacy of the RUTI® Vaccine to Prevent SARS-CoV-2 Infection",UNKNOWN,NOT_YET_RECRUITING,PHASE3,315.0,ESTIMATED,Fundació Institut Germans Trias i Pujol,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02720653,,2016-03-22,,,2022-04-19,2016-03-22,2016-03-28,ESTIMATED,,,,,,,2022-04-19,2022-04-20,ACTUAL,2016-07-01,ACTUAL,2016-07-01,2022-04,2022-04-30,2022-06-30,ESTIMATED,2022-06-30,2022-06-30,ESTIMATED,2022-06-30,,OBSERVATIONAL,,,Determinants of Olfactory Dysfunction in Chronic Rhinosinusitis,Determinants of Olfactory Dysfunction in Chronic Rhinosinusitis,UNKNOWN,ACTIVE_NOT_RECRUITING,,418.0,ACTUAL,Oregon Health and Science University,,,2.0,,False,,,,False,,,,,,SAMPLES_WITHOUT_DNA,Mucus specimens will be collected and analyzed for cytokine profiles and proteomics,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,False
NCT02427516,,2015-04-23,,,2016-09-19,2015-04-23,2015-04-28,ESTIMATED,,,,,,,2016-09-19,2016-09-20,ESTIMATED,2009-01,,2009-01-31,2016-09,2016-09-30,2015-11,ACTUAL,2015-11-30,2015-05,ACTUAL,2015-05-31,,OBSERVATIONAL,,,Cost of Monitoring Patients Treated With Vitamin K Antagonists in Spain,Cost of Monitoring Patients Treated With Vitamin K Antagonists in Spain,COMPLETED,,,1144.0,ACTUAL,Bristol-Myers Squibb,,,2.0,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,False
NCT02144597,,2014-05-09,2020-11-05,,2021-02-24,2014-05-19,2014-05-22,ESTIMATED,2021-02-24,2021-03-18,ACTUAL,,,,2021-02-24,2021-03-18,ACTUAL,2011-08,ACTUAL,2011-08-31,2021-02,2021-02-28,2014-04,ACTUAL,2014-04-30,2014-04,ACTUAL,2014-04-30,,INTERVENTIONAL,LCD,"Numbers are not the same between the flow chart, the baseline results and some outcomes because depending on the variable measured, there are more or less patients. Forexemple, for some variables there might be missing data or a missing timepoint (baseline, visit 2, 3 or 4), For example, 30 were initially enrolled, 24 had data available after the baseline visit, 21 had MRI liver data at visit 3 (1 motnh post surgery) and 16 had MRI liver data at 6 months.",Low-calorie Diet and Body Composition Prior to Roux-en-Y Gastric Bypass,The Effect of a 2-week vs. 6-week Low-calorie Diet (LCD) Followed by Roux-en-Y Gastric Bypass (RYGB) on Body Composition and Surgery Outcomes in Obese Humans: a Dietary Intervention and Magnetic Resonance Imaging Study,COMPLETED,,NA,30.0,ACTUAL,Imperial College London,,3.0,,,False,,,,True,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT04189822,,2019-11-18,,,2022-10-31,2019-12-04,2019-12-06,ACTUAL,,,,,,,2022-10-31,2022-11-03,ACTUAL,2019-08-27,ACTUAL,2019-08-27,2022-10,2022-10-31,2026-12-31,ESTIMATED,2026-12-31,2025-12-31,ESTIMATED,2025-12-31,5 Years,OBSERVATIONAL,HiRO,,Hearts in Rhythm Organization (HiRO)National Registry and Bio Bank,Hearts in Rhythm Organization (HiRO)National Registry and Bio Bank: Improving Detection and Treatment of Inherited Heart Rhythm Disorders to Prevent Sudden Death,ENROLLING_BY_INVITATION,,,10000.0,ESTIMATED,University of British Columbia,,,,,False,,,,False,False,False,,,,SAMPLES_WITH_DNA,"Blood Samples drawn:

1 X 9 ml EDTA

1 X 10 ml redtop serum tub

Saliva may be collected as an alternative to blood",,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,True
NCT04317430,,2020-03-18,,,2022-10-19,2020-03-19,2020-03-23,ACTUAL,,,,,,,2022-10-19,2022-10-20,ACTUAL,2020-02-01,ACTUAL,2020-02-01,2022-10,2022-10-31,2022-04-01,ACTUAL,2022-04-01,2022-04-01,ACTUAL,2022-04-01,,INTERVENTIONAL,,,Niclosamide Role in Diabetic Nephropathy,Possible Role of Niclosamide in Patients With Diabetic Kidney Disease: Randomized Controlled Study,COMPLETED,,PHASE3,60.0,ACTUAL,Tanta University,,2.0,,,False,,,,False,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02106884,,2014-01-21,2019-09-03,,2019-10-24,2014-04-03,2014-04-08,ESTIMATED,2019-10-01,2019-10-24,ACTUAL,,,,2019-10-24,2019-11-06,ACTUAL,2014-04,ACTUAL,2014-04-30,2019-10,2019-10-31,2019-04-29,ACTUAL,2019-04-29,2019-04-29,ACTUAL,2019-04-29,,INTERVENTIONAL,QOLINPAC,,Quality of Life in Locally Advanced or Metastatic Pancreatic Cancer Treated With Gemcitabine and Nab-paclitaxel,Randomized Crossover Trial to Assess the Effects and Quality of Life in Patients With Locally Advanced or Metastatic Pancreatic Cancer Treated With Gemcitabine in Combination With Nab-paclitaxel: QOLINPAC,COMPLETED,,PHASE2,146.0,ACTUAL,Universitaire Ziekenhuizen KU Leuven,"Quality of life endpoints are sensitive to confounding factors such as age, intercurrent disease, time from last completed questionnaire to the last follow-up or death. Tumour response and AE relationship to treatment were locally adressed.",2.0,,,False,,,,False,,,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT04597931,,2020-10-12,,,2020-10-21,2020-10-21,2020-10-22,ACTUAL,,,,,,,2020-10-21,2020-10-22,ACTUAL,2020-11-01,ESTIMATED,2020-11-01,2020-10,2020-10-31,2023-11-15,ESTIMATED,2023-11-15,2023-11-15,ESTIMATED,2023-11-15,,INTERVENTIONAL,,,Evaluation of Romosozumab vs. Zoledronic Acid Effect in Patients With Spinal Cord Injury and Low Bone Mineral Density,Evaluation of Romosozumab vs. Zoledronic Acid Effect in Patients With Spinal Cord Injury and Low Bone Mineral Density,UNKNOWN,NOT_YET_RECRUITING,PHASE4,30.0,ESTIMATED,Sheba Medical Center,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER_GOV,,,,,,
NCT00234000,,2005-10-05,,,2020-07-29,2005-10-05,2005-10-06,ESTIMATED,,,,,,,2020-07-29,2020-07-31,ACTUAL,2007-02,,2007-02-28,2012-08,2012-08-31,,,,2009-02,ACTUAL,2009-02-28,,INTERVENTIONAL,,,Azacitidine and Arsenic Trioxide in Treating Patients With Myelodysplastic Syndromes,A Phase I Multicenter Study of Arsenic Trioxide and Azacitidine in Patients With Myelodysplastic Syndromes,TERMINATED,,PHASE1,1.0,ACTUAL,Jonsson Comprehensive Cancer Center,,1.0,,The study was closed due to poor enrollment,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00655109,,2008-04-02,,,2008-04-02,2008-04-02,2008-04-09,ESTIMATED,,,,,,,2008-04-02,2008-04-09,ESTIMATED,2008-02,,2008-02-29,2008-04,2008-04-30,2008-03,ACTUAL,2008-03-31,2008-03,ACTUAL,2008-03-31,,INTERVENTIONAL,,,A Comparison of Olopatadine and Fluticasone in Patients With Allergic Conjunctivitis,A Comparison of Olopatadine Versus Fluticasone Nasal Spray in the Prevention of the Signs and Symptoms of Allergic Conjunctivitis,COMPLETED,,PHASE4,60.0,ACTUAL,"Greiner, Jack V., OD DO PhD",,4.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDIV,,,,,,
NCT05404997,,2022-05-31,,,2022-05-31,2022-05-31,2022-06-03,ACTUAL,,,,,,,2022-05-31,2022-06-03,ACTUAL,2022-03-01,ACTUAL,2022-03-01,2022-05,2022-05-31,2023-03-31,ESTIMATED,2023-03-31,2023-02-28,ESTIMATED,2023-02-28,,INTERVENTIONAL,,,Comparative Effects of SWT and Maitland LM in Mechanical LBP,"Comparative Effects of Shockwave Therapy and Maitland's Lumbar Mobilization on Pain, Disability and Range of Motion in Patients With Mechanical Low Back Pain",UNKNOWN,RECRUITING,NA,26.0,ESTIMATED,Riphah International University,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT01246804,,2010-11-22,,,2020-11-26,2010-11-22,2010-11-23,ESTIMATED,,,,,,,2020-11-26,2020-11-30,ACTUAL,2010-11,,2010-11-30,2020-11,2020-11-30,2011-05,ACTUAL,2011-05-31,2011-03,ACTUAL,2011-03-31,,INTERVENTIONAL,GINGER,,The Influence of GINkGo Biloba on the Pharmacokinetics of the UGT Substrate raltEgraviR (GINGER),The Influence of GINkGo Biloba on the Pharmacokinetics of the UGT Substrate raltEgraviR (GINGER),COMPLETED,,PHASE1,18.0,ACTUAL,Radboud University Medical Center,,2.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00687297,,2008-05-27,2012-06-06,,2018-04-30,2008-05-27,2008-05-30,ESTIMATED,2012-06-06,2012-07-10,ESTIMATED,,,,2018-04-30,2018-05-30,ACTUAL,2008-04,,2008-04-30,2018-04,2018-04-30,2011-04,ACTUAL,2011-04-30,2011-01,ACTUAL,2011-01-31,,INTERVENTIONAL,,,Study of Vandetanib Combined With Chemotherapy to Treat Advanced Non-small Cell Lung Cancer,"A Randomized Phase II Study Evaluating Vandetanib (ZD6474) in Combination With Docetaxel and Carboplatin Followed by Placebo or Maintenance Therapy With Vandetanib in Patients With IIIb, IV or Recurrent Non-Small Cell Lung Cancer (NSCLC)",COMPLETED,,PHASE2,162.0,ACTUAL,"PrECOG, LLC.",,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT01784107,,2013-01-30,,,2016-02-09,2013-02-03,2013-02-05,ESTIMATED,,,,,,,2016-02-09,2016-02-10,ESTIMATED,2011-07,,2011-07-31,2016-02,2016-02-29,,,,2018-07,ESTIMATED,2018-07-31,,INTERVENTIONAL,,,A Phase Ib/II Trial of Belotecan and Ifosfamide in Patients With Extensive Disease of Small Cell Lung Cancer,A Phase Ib/II Trial of Belotecan and Ifosfamide in Patients With Extensive Disease of Small Cell Lung Cancer,UNKNOWN,RECRUITING,PHASE1/PHASE2,45.0,ESTIMATED,Gachon University Gil Medical Center,,1.0,,,False,,,,,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT05928754,,2023-06-26,,,2023-06-26,2023-06-26,2023-07-03,ACTUAL,,,,,,,2023-06-26,2023-07-03,ACTUAL,2023-09,ESTIMATED,2023-09-30,2023-06,2023-06-30,2028-08,ESTIMATED,2028-08-31,2028-08,ESTIMATED,2028-08-31,,INTERVENTIONAL,CHRONOS,,"Prospective CoHoRt Of Non-infectious Intermediate, pOsterior or panuveitiS","Prospective CoHoRt Of Non-infectious Intermediate, pOsterior or panuveitiS",NOT_YET_RECRUITING,,NA,2000.0,ESTIMATED,Centre Hospitalier National d'Ophtalmologie des Quinze-Vingts,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00765544,,2008-10-02,,,2013-09-19,2008-10-02,2008-10-03,ESTIMATED,,,,,,,2013-09-19,2013-09-23,ESTIMATED,2008-09,,2008-09-30,2013-09,2013-09-30,2008-09,ACTUAL,2008-09-30,2008-09,ACTUAL,2008-09-30,,INTERVENTIONAL,,,Targeted Lower Extremity Joint Training,Robot-assisted Ankle Rehabilitation for Multiple Sclerosis (Anklebot),TERMINATED,,PHASE1/PHASE2,10.0,ACTUAL,VA Office of Research and Development,,3.0,,Study re-design,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,FED,,,,,,
NCT02481856,,2015-04-30,,,2017-01-18,2015-06-23,2015-06-25,ESTIMATED,,,,,,,2017-01-18,2017-01-19,ESTIMATED,2015-06,,2015-06-30,2017-01,2017-01-31,2016-04,ACTUAL,2016-04-30,2016-04,ACTUAL,2016-04-30,,INTERVENTIONAL,,,A Dose-response Evaluation of the SQ Tree SLIT-tablet Using an Environmental Exposure Chamber,A Dose-response Evaluation of the SQ Tree SLIT-tablet in Subjects With Moderate to Severe Allergic Rhinoconjunctivitis Induced by Pollens From the Birch Group During Controlled Exposure in an Environmental Exposure Chamber,COMPLETED,,PHASE2,219.0,ACTUAL,ALK-Abelló A/S,,4.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT04927468,,2021-06-08,,,2021-06-15,2021-06-15,2021-06-16,ACTUAL,,,,,,,2021-06-15,2021-06-16,ACTUAL,2021-07-01,ESTIMATED,2021-07-01,2021-06,2021-06-30,2023-07-01,ESTIMATED,2023-07-01,2023-07-01,ESTIMATED,2023-07-01,,INTERVENTIONAL,,,Supramaximal Rectus Recession for Strabismus in Grave's Ophthalmopathy,The Management of Large-angle Strabismus in Grave's Ophthalmopathy With Supramaximal Rectus Recession,UNKNOWN,NOT_YET_RECRUITING,NA,60.0,ESTIMATED,Sun Yat-sen University,,2.0,,,False,,,,,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT05652907,,2022-11-23,,,2023-07-05,2022-12-08,2022-12-15,ACTUAL,,,,,,,2023-07-05,2023-07-06,ACTUAL,2023-01-19,ACTUAL,2023-01-19,2023-02,2023-02-28,2023-05-24,ACTUAL,2023-05-24,2023-05-24,ACTUAL,2023-05-24,,INTERVENTIONAL,,,Safety and Efficacy of FSD201 for the Treatment of Chronic Pain Associated With Idiopathic MCAS (MCAD),"A Randomized, Double-Blind Placebo Controlled Parallel Group Study of Safety and Efficacy of FSD201 in Patients With Chronic Widespread Musculoskeletal Nociplastic Pain Associated With Idiopathic Mast Cell Activation Syndrome (Disorder)",TERMINATED,,PHASE2,2.0,ACTUAL,Quantum Biopharma,,2.0,,For business reasons and not for reasons related to safety or efficacy,False,,,,False,True,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT01593644,,2012-05-06,,,2012-09-06,2012-05-07,2012-05-08,ESTIMATED,,,,,,,2012-09-06,2012-09-07,ESTIMATED,2011-06,,2011-06-30,2012-09,2012-09-30,,,,2013-03,ESTIMATED,2013-03-31,,INTERVENTIONAL,,,Phase II Study for the Diagnosis and Functional Assessment of CAD Using Transthoracic-Echodoppler,"Phase 2, Monocentric, Single Blind Study, Comparing the Efficacy and Tolerance of a Dipyridamole/Adenosine Combination Given Intravenously, as a Slow Bolus and at Low Doses to Adenosine Alone for Coronary Flow Reserve Assessment (in Patients With Stable Ischemic Heart Disease) Using Transthoracic Echodoppler",UNKNOWN,RECRUITING,PHASE2,75.0,ESTIMATED,Adenobio N.V,,1.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
